"Code","Event Name","Title","Composer","Arranger","Publisher [Collection]","Grade","Specification"
"100-5-30775","Band","Colorado Blue","Spears","","LudwigMasters Publications","5",""
"100-5-30776","Band","Dance of the Seven Veils from Salome","Strauss","Morita","Bravo Music","5",""
"100-5-30777","Band","Pompeii","Yagisawa","","Bravo Music","5",""
"100-5-30778","Band","Richilde Overture","Pares","","Bravo Music","5",""
"100-5-30779","Band","Fantasia on ""Black Is The Color of My True Love's Hair""","Anon. or Trad.","Nowak","Northeastern Music Publications","5",""
"100-5-30780","Band","Scenes from a Comedy","Sparke","","Anglo Music Press","5",""
"100-5-30781","Band","The Speed of Heat","Giroux","","Musica Propria, Inc.","5",""
"100-5-30988","Band","Variations on An American Cavalry Song","Grantham","","Piquant Press","5","(rental)"
"100-5-31041","Band","Quartets","Cichy","","LudwigMasters Publications","5",""
"100-5-31042","Band","Spangled Heavens","Grantham","","Piquant Press","5","(play all)"
"100-5-31043","Band","Summer Dance","Gorb","","Hafabra Music","5","(play all)"
"100-5-31044","Band","Tchaikovsky Ballet Suite","Tschaikowsky","Bourgeois","LudwigMasters Publications","5","(play all)"
"100-5-31092","Band","Masquerade Suite","Halvorsen","Noble","Bandmusicpdf.net","5","(play four mvts)"
"100-5-31795","Band","Jug Blues and Fat Pickin'","Freund","","Southern Music Company","5",""
"100-5-31920","Band","Redacted","Mackey","","Osti Music","5","N/A"
"100-5-31924","Band","Chaconne","Bach, J.S.","Ito","Bravo Music","5",""
"100-5-31926","Band","Saturn Returns","Markowski","","Markowski Creative","5",""
"100-5-31928","Band","Bell Piece","Grainger","Ould","Bardic Edition Music","5",""
"100-5-31929","Band","Kingfisher's Catchfire","Mackey","","Osti Music","5",""
"100-5-31931","Band","Masquerade Overture","Nielsen","","G. Schirmer, Inc.","5",""
"100-5-32022","Band","Traveler","Maslanka","","Carl Fischer, Inc.","5",""
"100-5-32072","Band","A Copland Portrait","Conte","Nowlin","E.C. Schirmer Music Company","5",""
"100-5-32073","Band","Monk by the Sea","Markowski","","Markowski Creative","5",""
"100-5-32074","Band","Symphonic Dances, Op. 45, Mvt. III","Rachmaninoff","Lavender","Boosey & Hawkes, Inc.","5",""
"100-5-32075","Band","Symphonic Requiem:  Seventh Symphony for Band","Barnes","","Southern Music Company","5","(play 2 or more mvts)"
"100-5-33128","Band","Krump","McAllister","","Lydian Orchestrations","5",""
"100-5-33260","Band","Letter from Home","Copland","Belski","Boosey & Hawkes, Inc.","5",""
"100-5-33261","Band","Now is the Time","O'Toole","","Bandworks Publications","5",""
"100-5-33277","Band","Of Ancient Dances","Bulla","","Havabra","5",""
"100-5-33278","Band","Lament and Proclamation","Tucker","","Jordan Tucker Music","5",""
"100-5-33279","Band","Pale Blue on Deep","Perrine","","Longitude 91 Publications","5",""
"100-5-33281","Band","Acadiana","Ticheli","","Manhattan Beach Music","5","(play all)"
"100-5-33282","Band","Dancing on Water","Ticheli","","Manhattan Beach Music","5",""
"100-5-33285","Band","Korean Folksong from Jeju Island","Ticheli","","Manhattan Beach Music","5","(play all)"
"100-5-33287","Band","Frozen Cathedral","Mackey","","Osti Music","5",""
"100-5-33288","Band","Masks and Machines","Dooley","","Paul Dooley Music","5",""
"100-5-34104","Band","A Cypress Prelude","Lowry","","Murphy Music Press","5",""
"100-5-34111","Band","The Falls","Galante","","Alfred Music Company, Inc.","5",""
"100-5-34113","Band","City Trees","Markowski","","Markowski Creative","5",""
"100-5-34114","Band","Lyrical Fantasy","Fukushima","","Bravo Music","5",""
"100-5-34115","Band","Gianni Schicchi -Selections from the Opera","Puccini","Suzuki","Bravo Music","5",""
"100-5-34122","Band","Symphony #2 - VOICES","Stephenson","","Stephenson Music","5","(play at least one mvt.)"
"100-5-34825","Band","Overture and Caccia","Menotti","Lang","Alfred Music Company, Inc.","5",""
"100-5-34826","Band","Fantasy Variations on a Theme of Paganini","Barnes","","Southern Music Company/ Hal Leonard Corp.","5",""
"100-5-34827","Band","Duende","Alarcon","","Piles Editorial de Musica","5",""
"100-5-34879","Band","Metamorphic Dances","Balmages","","FJH Music Company","5",""
"100-5-34891","Band","Carmen Suite","Bizet","Buckley","Cimarron Music Press","5","(play at least mvts. 1,4, AND 5)"
"100-5-34892","Band","Academic Festival Overture","Brahms","Patterson","Merlin Patterson","5",""
"100-5-34893","Band","A Child's Garden of Dreams","Maslanka","","Carl Fischer, Inc.","5","(play at least 3 mvts)"
"100-5-34894","Band","Firing On All Cylinders","Conaway","","C.L. Barnhouse Company","5",""
"100-5-34895","Band","Unending Stream of Life","Maslanka","","Maslanka Press","5",""
"100-5-34896","Band","Spring Overture","Amis","","Boosey & Hawkes, Inc.","5",""
"100-5-34897","Band","Three Images for Wind Ensemble","Love","","Murphy Music Press","5",""
"100-5-34898","Band","Symphony 5 - 2nd Mvt. ""Rain in Db""","Giroux","","Musica Propria, Inc.","5",""
"100-5-34899","Band","O rose of May","Collins","","Murphy Music Press","5",""
"100-5-34900","Band","Peace Dancer","Blackshaw","","Murphy Music Press","5",""
"100-5-34901","Band","Until the Scars","Mackey","","Osti Music","5",""
"100-5-34902","Band","Overture: “La Forza del Destino”","Verdi","Suzuki","TRN Music Publisher","5",""
"100-5-34903","Band","In Dahomey (“Cakewalk Smasher”)","Grainger","Miller","Editions Peters","5",""
"100-5-34904","Band","Liberation","Maslanka","","Maslanka Press","5",""
"100-5-34905","Band","La Mezquita de Córdoba","Giroux","","Musica Propria, Inc.","5",""
"100-5-34906","Band","Baron Cimetiere's Mambo","Grantham","","Piquant Press","5",""
"100-5-34907","Band","Circa 1600","Grantham","","Piquant Press","5",""
"100-5-34908","Band","Three Latin Dances","Tyzik","","Macaroni Music","5",""
"100-5-34909","Band","Manifestos","Dooley","","Paul Dooley Music","5",""
"100-5-36691","Band","Beauty Broken","Piunno","","Murphy Music Press","5",""
"100-5-36692","Band","Come Sunday","Thomas","","omarthomas.com","5",""
"100-5-36693","Band","Etudes for Wind Ensemble","Mikulka","","Mikulka Music","5",""
"100-5-36694","Band","Everything Starts From A Dot","Turnbull","","Cane River Music","5",""
"100-5-36695","Band","Mare Tranquillitatis","Zare","","Murphy Music Press","5",""
"100-5-36696","Band","Reluctant Joys","Karrick","","Alfred Music Company, Inc.","5",""
"100-5-36697","Band","Resolutions","Camphouse","","Neil A. Kjos Music Company","5",""
"100-5-36698","Band","The Sacred Pipe","Green","","RWS Music Company","5",""
