,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
45, 100-Concert Band, Rusk MS, TEA: 037907041, Rusk," Brittany Thedford / Gehrig Blankenship, Brittany Hayes, & Matthew Foster",CC,Varsity ,2022,177769,2,1,2,2,2,2,1,2, , Crosswinds March (James Swearingen), Serengeti Dreams (648)  (Smith), Conviction (18460)  (Clark),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
46, 100-Concert Band, San Augustine MS, TEA: 483876004414, San Augustine, John Wells / Annie Miller,C,Sub Non-Varsity A,2022,176655,DNA,DNA,DNA,DNA,DNA,DNA,DNA,DNA, , Fortitude (William Owens), Dance Celebration (Robert W Smith), Plaza De Toros (Mike Story),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
47, 100-Concert Band, Tatum MS, TEA: 201910, Tatum," De Davis / Shannon Sandage, Kevin Hendricks",C,Varsity ,2022,175852,1,1,1,1,1,1,1,1,C, Activity (March) (Harold Bennett/Larry Clark), Colliding Visions (Brian Balmages), Zig Zag (Sean O'Loughlin),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
48, 100-Concert Band, Tenaha MS, TEA: 210904, Tenaha," Shannon Rios / Brian Sours, Cristie Roye",C,Varsity ,2022,176441,1,1,1,1,1,1,1,1,C, Union March (Mekel Rogers), Fortis (Gary Gazlay), Zig Zag (Sean O'Loughlin),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
49, 100-Concert Band, Three Lakes Middle School, TEA: 212905, Tyler, Brian Persinger / Phil Ketcham,CC,Varsity ,2022,175922,1,1,1,1,2,1,1,1,C, Plaza de Toros (), Egyptique (19576) (Owens/), Bazaar (20756) (Standridge/),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
50, 100-Concert Band, Three Lakes Middle School, TEA: 212905, Tyler, Philip Ketcham / Brian Persinger,CC,Non-Varsity A,2022,176449,2,2,2,2,1,1,1,1,2, On-Line March (John O''Reilly), Courtlandt County Festival (15820) (Owens/), Nottingham Castle (12) (Daehn/),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
51, 100-Concert Band, Troup MS, TEA: 212904, Troup," Colton Lackey / Kailee Cochran, Robert Castillo",C,Varsity ,2022,177334,1,1,1,1,1,1,1,1,C, Crosswinds March (Swearingen), Shadow of the Longship (20754) (Rath), Acropolis (24113) (Putnam),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
52, 100-Concert Band, Van MS, TEA: 234906041, Van," Andrea Harris / Tyler Burkham, Nick Moore, Rusty Lay",CC,Non-Varsity C,2022,176136,1,1,1,1,2,2,2,2,2, Plaza de Toros (20709)  (Story), Courtlandt County Festival (15820)  (Owens), Golden Eagle March (Edmonson),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
53, 100-Concert Band, Van MS, TEA: 234906041, Van," Nick Moore / Andrea Harris, Tyler Burkham, Rusty Lay",CC,Varsity ,2022,175768,1,1,1,1,1,1,1,1,C, The Red Cape (Meredith)," Moscow, 1941 (15892)  (Balmages)", Night Fury (20593)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
54, 100-Concert Band, West Rusk MS, TEA: 201914001, New London," Stephanie Haffner / Grady Haffner, Natalie Wright",C,Varsity ,2022,176099,1,1,1,1,1,1,1,1,C, General Lee (K. L. King), Our Kingsland Spring (15850)  (Hazo), Synchronized Energy (21566)  (Fhiaras),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
55, 100-Concert Band, Westwood MS, TEA: 001908, Palestine," Brenna Wilkinson / Shayla Skief, Cameron Absolom",C,Varsity ,2022,176069,1,1,2,1,2,2,1,2,2, Thunder and Fury (David Shaffer), Vulcans Forge (24127)  (Roszell), Zig Zag (22324)  (OLoughlin),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
56, 100-Concert Band, Whitehouse MS, TEA: 2129060041, Whitehouse, Chris Huffty,CCC,Sub Non-Varsity A,2022,177706,1,1,1,1,1,1,1,1,D, Ol' Glory March (James Swearingen), Crusade (16224)  (Gassi), Night Fury (20593)  (Chambers),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
57, 100-Concert Band, Whitehouse MS, TEA: 2129060041, Whitehouse, Chris Huffty,CCC,Non-Varsity ,2022,177705,1,1,1,1,1,1,1,1,D, Pinnacle of Distinction  (Larry Clark), A Joyful Journey (646)  (Sheldon), Medieval Legend (650)  (Story),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
58, 100-Concert Band, Whitehouse MS, TEA: 212906041, Whitehouse, John Gaertner,CCC,Varsity ,2022,175872,1,1,1,1,1,1,1,1,C, Newcastle March (Johnnie Vinson), Legend of Knife River (93)  (Bulla), Into the Arctic (20710)  (Balmages),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
59, 100-Concert Band, Whitehouse MS, TEA: 212906041, Whitehouse, John Gaertner,CCC,Sub Non-Varsity B,2022,175869,1,2,1,1,1,1,1,1,D, Infinity March (James Curnow), Dance Celebration (647)  (Smith), Zig Zag (22324)  (OLoughlin),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
60, 100-Concert Band, Winona MS, TEA: 212910, Winona, Adah Ketner / Justin Ketner,C,Varsity ,2022,177828,1,1,1,1,1,1,1,1,C, March of the Hyperion Guards (Sheldon), Mystery Ride (18192)  (White), Nottingham Castle (12) (Daehn),DATE of EVENT 04/21/2022 ,Region: 21,1. N-Benny Davis; S-Bene Davis,2. N-Scott Deppe; S-Mark Melton,3. N-Kristin Hames; S-Sarah Thompson,1. N-Ross Boothman; S-Shaka Hawkins,2. N-Rustin Honeycutt; S-David Ingram,3. N-Amber Moore; S-Brittany Robinett,
